Breed,FCI,GroupId,GroupName,SectionId,SectionName,VarietyCode,VarietyName,URL
SMAALANDSSTOVARE,129,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/smaalandsstovare
SPINONE ITALIANO,165,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,A,"BIANCO ARANCIO",https://www.enci.it/libro-genealogico/razze/spinone-italiano
SPINONE ITALIANO,165,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,B,"ROANO MARRONE",https://www.enci.it/libro-genealogico/razze/spinone-italiano
STABYHOUND,222,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/stabyhound
SETTER GORDON,006,7,CANI DA FERMA,2,CANI DA FERMA BRITANNICI,,,https://www.enci.it/libro-genealogico/razze/setter-gordon
SETTER INGLESE,002,7,CANI DA FERMA,2,CANI DA FERMA BRITANNICI,,,https://www.enci.it/libro-genealogico/razze/setter-inglese
SETTER IRLANDESE ROSSO,120,7,CANI DA FERMA,2,CANI DA FERMA BRITANNICI,,,https://www.enci.it/libro-genealogico/razze/setter-irlandese-rosso
SETTER IRLANDESE ROSSO-BIANCO,330,7,CANI DA FERMA,2,CANI DA FERMA BRITANNICI,,,https://www.enci.it/libro-genealogico/razze/setter-irlandese-rosso-bianco
SPANIEL TEDESCO,104,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/spaniel-tedesco
SPRINGER SPANIEL INGLESE,125,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/springer-spaniel-inglese
SUSSEX SPANIEL,127,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/sussex-spaniel
SPANIEL OLANDESE,221,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,,,https://www.enci.it/libro-genealogico/razze/spaniel-olandese
SHIH TZU,208,9,CANI DA COMPAGNIA,5,CANI DEL TIBET,,,https://www.enci.it/libro-genealogico/razze/shih-tzu
SALUKI,269,10,LEVRIERI,1,LEVRIERI A PELO LUNGO O FRANGIATO,,,https://www.enci.it/libro-genealogico/razze/saluki
SLOUGHI,188,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/sloughi
TERRIER NERO RUSSO,327,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,,,https://www.enci.it/libro-genealogico/razze/terrier-nero-russo
TERRANOVA,050,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,A,"NERO",https://www.enci.it/libro-genealogico/razze/terranova
TERRANOVA,050,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,B,"MARRONE",https://www.enci.it/libro-genealogico/razze/terranova
TERRANOVA,050,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,C,"BIANCO CON MACCHIE NERE",https://www.enci.it/libro-genealogico/razze/terranova
TIBETAN MASTIFF,230,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/tibetan-mastiff
TORNJAK,355,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/tornjak
TOSA,260,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/tosa
TERRIER BRAZILEIRO,341,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/terrier-brazileiro
TERRIER BOEMO,246,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/terrier-boemo
TERRIER GIAPPONESE,259,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/terrier-giapponese
THAI BANGKAEW DOG,358,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/thai-bangkaew-dog
TAIWAN DOG,348,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/taiwan-dog
THAI RIDGEBACK DOG,338,5,CANI TIPO SPITZ E TIPO PRIMITIVO,8,TIPO PRIMITIVO DA CACCIA CON UNA CRESTA SUL DORSO,,,https://www.enci.it/libro-genealogico/razze/thai-ridgeback-dog
TIBETAN SPANIEL,231,9,CANI DA COMPAGNIA,5,CANI DEL TIBET,,,https://www.enci.it/libro-genealogico/razze/tibetan-spaniel
TIBETAN TERRIER,209,9,CANI DA COMPAGNIA,5,CANI DEL TIBET,,,https://www.enci.it/libro-genealogico/razze/tibetan-terrier
VÄSTGÖTASPETS,014,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/vastgotaspets
VOLPINO ITALIANO,195,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,A,"BIANCO",https://www.enci.it/libro-genealogico/razze/volpino-italiano
VOLPINO ITALIANO,195,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,B,"ROSSO",https://www.enci.it/libro-genealogico/razze/volpino-italiano
VOLPINO ITALIANO,195,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,C,"NERO",https://www.enci.it/libro-genealogico/razze/volpino-italiano
VOLPINO ITALIANO,195,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,D,"ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/volpino-italiano
WELSH CORGI CARDIGAN,038,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/welsh-corgi-cardigan
WELSH CORGI PEMBROKE,039,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/welsh-corgi-pembroke
WELSH TERRIER,078,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/welsh-terrier
WEST HIGHLAND WHITE TERRIER,085,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/west-highland-white-terrier
WEIMARANER,099,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,A,"A PELO CORTO",https://www.enci.it/libro-genealogico/razze/weimaraner
WEIMARANER,099,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,B,"A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/weimaraner
WELSH SPRINGER SPANIEL,126,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,2,CANI DA CERCA,,,https://www.enci.it/libro-genealogico/razze/welsh-springer-spaniel
WHIPPET,162,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/whippet
XOLOITZCUINTLE,234,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,A,"STANDARD",https://www.enci.it/libro-genealogico/razze/xoloitzcuintle
XOLOITZCUINTLE,234,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,B,"INTERMEDIO",https://www.enci.it/libro-genealogico/razze/xoloitzcuintle
XOLOITZCUINTLE,234,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,C,"MINIATURA",https://www.enci.it/libro-genealogico/razze/xoloitzcuintle
YORKSHIRE TERRIER,086,3,TERRIER,4,TERRIER DI COMPAGNIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/yorkshire-terrier
YAKUTSKAYA LAIKA,365,5,Cani di tipo Spitz e di tipo primitivo,1,Cani nordici da slitta,,,https://www.enci.it/libro-genealogico/razze/yakutskaya-laika
ZWERGPINSCHER,185,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,,,https://www.enci.it/libro-genealogico/razze/zwergpinscher
ZWERGSCHNAUZER,183,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,A,"PEPE SALE",https://www.enci.it/libro-genealogico/razze/zwergschnauzer
ZWERGSCHNAUZER,183,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,B,"NERO",https://www.enci.it/libro-genealogico/razze/zwergschnauzer
ZWERGSCHNAUZER,183,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,C,"NERO ARGENTO",https://www.enci.it/libro-genealogico/razze/zwergschnauzer
ZWERGSCHNAUZER,183,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,D,"BIANCO",https://www.enci.it/libro-genealogico/razze/zwergschnauzer
